County,State,INflow,OUTflow,NET in,GROSS out
Abbeville County,South Carolina,1867.0,1507.0,346.0,3360.0
Acadia Parish,Louisiana,3281.0,3773.0,-526.0,7020.0
Accomack County,Virginia,1264.0,3577.0,-2354.0,4800.0
Ada County,Idaho,32954.0,25475.0,5876.0,56826.0
Adair County,Iowa,5776.0,7129.0,-1551.0,12707.0
Adams County,Colorado,60123.0,64467.0,-8684.0,120250.0
Addison County,Vermont,2795.0,2557.0,17.0,5131.0
Adjuntas Municipio,Puerto Rico,374.0,909.0,-535.0,1283.0
Aguada Municipio,Puerto Rico,353.0,2042.0,-1715.0,2369.0
Aguadilla Municipio,Puerto Rico,2490.0,2124.0,271.0,4519.0
Aguas Buenas Municipio,Puerto Rico,356.0,654.0,-301.0,1007.0
Aibonito Municipio,Puerto Rico,313.0,878.0,-565.0,1191.0
Aiken County,South Carolina,10057.0,7881.0,2026.0,17788.0
Aitkin County,Minnesota,893.0,1489.0,-604.0,2374.0
Alachua County,Florida,28455.0,24100.0,1297.0,49497.0
Alamance County,North Carolina,10167.0,7913.0,1524.0,17350.0
Alameda County,California,104727.0,102970.0,-18751.0,187189.0
Alamosa County,Colorado,1929.0,1308.0,577.0,3193.0
Albany County,New York,28991.0,27577.0,-1162.0,53992.0
Albemarle County,Virginia,13547.0,10479.0,2244.0,23202.0
Alcona County,Michigan,580.0,1554.0,-980.0,2128.0
Alcorn County,Mississippi,1280.0,1533.0,-322.0,2744.0
Aleutians East Borough,Alaska,381.0,871.0,-530.0,1212.0
Aleutians West Census Area,Alaska,630.0,326.0,184.0,836.0
Alexander County,Illinois,2530.0,2944.0,-611.0,5277.0
Alexandria City,Virginia,21597.0,21106.0,-2073.0,40139.0
Alfalfa County,Oklahoma,451.0,717.0,-277.0,1157.0
Alger County,Michigan,918.0,349.0,559.0,1257.0
Allamakee County,Iowa,347.0,661.0,-342.0,980.0
Allegan County,Michigan,5633.0,7593.0,-2135.0,13051.0
Allegany County,Maryland,7630.0,6469.0,958.0,13896.0
Alleghany County,North Carolina,697.0,1128.0,-438.0,1818.0
Allegheny County,Pennsylvania,57964.0,54375.0,-3804.0,104946.0
Allen County,Indiana,23872.0,25322.0,-3630.0,47014.0
Allen Parish,Louisiana,2000.0,1995.0,-42.0,3948.0
Allendale County,South Carolina,786.0,523.0,216.0,1262.0
Alpena County,Michigan,1418.0,1718.0,-391.0,3045.0
Alpine County,California,114.0,126.0,-12.0,240.0
Amador County,California,2918.0,2492.0,409.0,5393.0
Amelia County,Virginia,1288.0,848.0,428.0,2124.0
Amherst County,Virginia,2515.0,1919.0,496.0,4334.0
Amite County,Mississippi,411.0,514.0,-117.0,911.0
Anchorage Municipality,Alaska,19930.0,26117.0,-8658.0,43576.0
Anderson County,Kansas,27078.0,25498.0,845.0,51841.0
Andrew County,Missouri,694.0,1189.0,-502.0,1876.0
Andrews County,Texas,1233.0,1004.0,190.0,2198.0
Androscoggin County,Maine,5727.0,6249.0,-869.0,11629.0
Angelina County,Texas,5908.0,5124.0,601.0,10849.0
Anne Arundel County,Maryland,42572.0,38147.0,1183.0,77477.0
Anoka County,Minnesota,22647.0,23496.0,-1553.0,45439.0
Anson County,North Carolina,1369.0,1697.0,-415.0,2979.0
Antelope County,Nebraska,266.0,353.0,-105.0,601.0
Antrim County,Michigan,1591.0,1400.0,166.0,2966.0
Apache County,Arizona,2332.0,5865.0,-3593.0,8137.0
Appanoose County,Iowa,650.0,1088.0,-440.0,1736.0
Appling County,Georgia,291.0,2538.0,-2254.0,2822.0
Appomattox County,Virginia,576.0,597.0,-41.0,1153.0
Aransas County,Texas,2173.0,1853.0,44.0,3750.0
Arapahoe County,Colorado,64156.0,58947.0,993.0,118887.0
Archer County,Texas,535.0,533.0,-12.0,1054.0
Archuleta County,Colorado,1020.0,644.0,315.0,1603.0
Arecibo Municipio,Puerto Rico,2465.0,3446.0,-1140.0,5752.0
Arenac County,Michigan,809.0,992.0,-191.0,1793.0
Arkansas County,Arkansas,634.0,2189.0,-1576.0,2802.0
Arlington County,Virginia,30463.0,32355.0,-6849.0,57861.0
Armstrong County,Pennsylvania,1784.0,3177.0,-1426.0,4928.0
Aroostook County,Maine,2009.0,1877.0,67.0,3821.0
Arroyo Municipio,Puerto Rico,812.0,700.0,112.0,1512.0
Arthur County,Nebraska,26.0,28.0,-3.0,53.0
Ascension Parish,Louisiana,6220.0,4709.0,1257.0,10675.0
Ashe County,North Carolina,646.0,1045.0,-504.0,1586.0
Ashland County,Ohio,4358.0,3965.0,235.0,8165.0
Ashley County,Arkansas,334.0,1189.0,-872.0,1506.0
Ashtabula County,Ohio,4720.0,3392.0,1276.0,8060.0
Asotin County,Washington,2389.0,1388.0,883.0,3659.0
Assumption Parish,Louisiana,1329.0,1110.0,219.0,2439.0
Atascosa County,Texas,2078.0,2716.0,-661.0,4771.0
Atchison County,Kansas,1298.0,1465.0,-185.0,2745.0
Athens County,Ohio,12034.0,5085.0,6368.0,16538.0
Atkinson County,Georgia,140.0,500.0,-360.0,640.0
Atlantic County,New Jersey,11898.0,12571.0,-1896.0,23246.0
Atoka County,Oklahoma,1305.0,1501.0,-202.0,2800.0
Attala County,Mississippi,768.0,371.0,397.0,1139.0
Audrain County,Missouri,2354.0,1576.0,627.0,3779.0
Audubon County,Iowa,279.0,464.0,-187.0,741.0
Auglaize County,Ohio,2170.0,2198.0,-38.0,4358.0
Augusta County,Virginia,5472.0,4486.0,744.0,9716.0
Aurora County,South Dakota,149.0,947.0,-804.0,1090.0
Austin County,Texas,1374.0,1852.0,-495.0,3209.0
Autauga County,Alabama,3655.0,6501.0,-3126.0,9876.0
Avery County,North Carolina,1854.0,1087.0,756.0,2930.0
Avoyelles Parish,Louisiana,1629.0,1767.0,-250.0,3284.0
Añasco Municipio,Puerto Rico,335.0,1435.0,-1100.0,1770.0
Baca County,Colorado,202.0,145.0,43.0,333.0
Bacon County,Georgia,530.0,676.0,-167.0,1185.0
Bailey County,Texas,274.0,394.0,-120.0,668.0
Baker County,Florida,5504.0,3669.0,1818.0,9156.0
Baldwin County,Alabama,15249.0,11811.0,2694.0,26316.0
Ballard County,Kentucky,335.0,496.0,-164.0,828.0
Baltimore City,Maryland,40638.0,46472.0,-9428.0,83516.0
Baltimore County,Maryland,46942.0,43108.0,-1498.0,84718.0
Bamberg County,South Carolina,1040.0,1240.0,-266.0,2214.0
Bandera County,Texas,1690.0,1355.0,184.0,2894.0
Banks County,Georgia,797.0,967.0,-213.0,1721.0
Banner County,Nebraska,12.0,97.0,-85.0,109.0
Bannock County,Idaho,7033.0,6352.0,398.0,13102.0
Baraga County,Michigan,632.0,590.0,41.0,1221.0
Barber County,Kansas,221.0,119.0,98.0,336.0
Barbour County,Alabama,2413.0,3177.0,-836.0,5518.0
Barceloneta Municipio,Puerto Rico,684.0,1657.0,-973.0,2341.0
Barnes County,North Dakota,805.0,1091.0,-299.0,1883.0
Barnstable County,Massachusetts,9971.0,10665.0,-1740.0,19590.0
Barnwell County,South Carolina,1579.0,1408.0,138.0,2954.0
Barranquitas Municipio,Puerto Rico,510.0,1005.0,-495.0,1515.0
Barren County,Kentucky,2374.0,2493.0,-141.0,4845.0
Barron County,Wisconsin,1933.0,2596.0,-755.0,4437.0
Barrow County,Georgia,6492.0,5978.0,183.0,12139.0
Barry County,Michigan,5791.0,4915.0,725.0,10555.0
Bartholomew County,Indiana,6052.0,4597.0,-64.0,9130.0
Barton County,Kansas,1893.0,2607.0,-846.0,4368.0
Bartow County,Georgia,7185.0,6079.0,894.0,13052.0
Bastrop County,Texas,7182.0,5799.0,1141.0,12739.0
Bates County,Missouri,1326.0,1040.0,269.0,2349.0
Bath County,Kentucky,1039.0,962.0,18.0,1942.0
Baxter County,Arkansas,2340.0,2137.0,116.0,4390.0
Bay County,Florida,19468.0,20823.0,-2268.0,39378.0
Bayamón Municipio,Puerto Rico,7769.0,9362.0,-1740.0,16984.0
Bayfield County,Wisconsin,629.0,656.0,-47.0,1265.0
Baylor County,Texas,193.0,230.0,-37.0,423.0
Beadle County,South Dakota,1213.0,884.0,294.0,2062.0
Bear Lake County,Idaho,401.0,364.0,-1.0,727.0
Beaufort County,North Carolina,15478.0,16420.0,-1759.0,31081.0
Beauregard Parish,Louisiana,2720.0,2227.0,243.0,4697.0
Beaver County,Oklahoma,8180.0,8793.0,-895.0,16691.0
Beaverhead County,Montana,1008.0,1604.0,-635.0,2573.0
Becker County,Minnesota,1624.0,2300.0,-773.0,3827.0
Beckham County,Oklahoma,2692.0,2097.0,547.0,4741.0
Bedford County,Pennsylvania,9310.0,9560.0,-680.0,18440.0
Bee County,Texas,3318.0,2477.0,791.0,5745.0
Belknap County,New Hampshire,3724.0,4862.0,-1149.0,8575.0
Bell County,Kentucky,40081.0,31538.0,4780.0,67856.0
Belmont County,Ohio,2230.0,2915.0,-711.0,5119.0
Beltrami County,Minnesota,4453.0,2804.0,1549.0,7157.0
Ben Hill County,Georgia,662.0,1025.0,-382.0,1668.0
Benewah County,Idaho,581.0,728.0,-154.0,1302.0
Bennett County,South Dakota,125.0,190.0,-74.0,306.0
Bennington County,Vermont,2268.0,1671.0,485.0,3827.0
Benson County,North Dakota,200.0,287.0,-95.0,479.0
Bent County,Colorado,406.0,373.0,2.0,748.0
Benton County,Arkansas,50555.0,46282.0,275.0,92839.0
Benzie County,Michigan,941.0,1203.0,-301.0,2105.0
Bergen County,New Jersey,39195.0,43562.0,-11370.0,75754.0
Berkeley County,South Carolina,31288.0,21501.0,8584.0,51586.0
Berks County,Pennsylvania,18894.0,16753.0,981.0,34487.0
Berkshire County,Massachusetts,5746.0,5241.0,-41.0,10441.0
Bernalillo County,New Mexico,32419.0,34569.0,-5618.0,63520.0
Berrien County,Georgia,10160.0,9139.0,412.0,18690.0
Bertie County,North Carolina,1357.0,1088.0,187.0,2363.0
Bethel Census Area,Alaska,561.0,1250.0,-703.0,1797.0
Bexar County,Texas,105997.0,88064.0,4695.0,180823.0
Bibb County,Alabama,13033.0,8237.0,4237.0,20711.0
Bienville Parish,Louisiana,406.0,554.0,-168.0,940.0
Big Horn County,Montana,1193.0,1275.0,-203.0,2347.0
Big Stone County,Minnesota,329.0,370.0,-43.0,697.0
Billings County,North Dakota,32.0,5.0,27.0,37.0
Bingham County,Idaho,2948.0,3136.0,-319.0,5953.0
Black Hawk County,Iowa,8731.0,8693.0,-562.0,16824.0
Blackford County,Indiana,1127.0,1119.0,-11.0,2227.0
Bladen County,North Carolina,962.0,1312.0,-379.0,2245.0
Blaine County,Idaho,2270.0,2365.0,-252.0,4478.0
Blair County,Pennsylvania,5108.0,4946.0,-27.0,9865.0
Blanco County,Texas,891.0,620.0,192.0,1432.0
Bland County,Virginia,532.0,311.0,221.0,843.0
Bleckley County,Georgia,752.0,1098.0,-346.0,1850.0
Bledsoe County,Tennessee,1436.0,943.0,398.0,2284.0
Blount County,Alabama,7511.0,9222.0,-2050.0,16394.0
Blue Earth County,Minnesota,7757.0,5994.0,1254.0,13242.0
Boise County,Idaho,522.0,634.0,-164.0,1104.0
Bolivar County,Mississippi,1039.0,1813.0,-774.0,2852.0
Bollinger County,Missouri,996.0,914.0,82.0,1910.0
Bon Homme County,South Dakota,888.0,351.0,536.0,1238.0
Bond County,Illinois,900.0,1218.0,-376.0,2060.0
Bonner County,Idaho,3028.0,2581.0,353.0,5515.0
Bonneville County,Idaho,8683.0,6559.0,1716.0,14834.0
Boone County,Arkansas,40172.0,40105.0,-2496.0,77714.0
Borden County,Texas,12.0,61.0,-49.0,73.0
Bosque County,Texas,1173.0,1009.0,152.0,2170.0
Bossier Parish,Louisiana,8834.0,8899.0,-741.0,17057.0
Botetourt County,Virginia,1579.0,2972.0,-1497.0,4447.0
Bottineau County,North Dakota,676.0,663.0,2.0,1328.0
Boulder County,Colorado,38998.0,28712.0,7328.0,64752.0
Boundary County,Idaho,920.0,457.0,423.0,1337.0
Bourbon County,Kansas,1840.0,2179.0,-354.0,4004.0
Bowie County,Texas,4791.0,6660.0,-2031.0,11289.0
Bowman County,North Dakota,143.0,347.0,-205.0,489.0
Box Butte County,Nebraska,1044.0,343.0,701.0,1387.0
Box Elder County,Utah,3731.0,3525.0,25.0,7075.0
Boyd County,Kentucky,3439.0,2764.0,476.0,6004.0
Boyle County,Kentucky,3322.0,1886.0,1282.0,5054.0
Bracken County,Kentucky,304.0,619.0,-326.0,912.0
Bradford County,Florida,5752.0,4317.0,1201.0,9835.0
Bradley County,Arkansas,6346.0,7209.0,-1284.0,13134.0
Branch County,Michigan,2657.0,2343.0,198.0,4884.0
Brantley County,Georgia,801.0,723.0,59.0,1505.0
Braxton County,West Virginia,461.0,256.0,203.0,715.0
Brazoria County,Texas,24390.0,23021.0,550.0,46592.0
Brazos County,Texas,29256.0,21637.0,5096.0,48370.0
Breathitt County,Kentucky,616.0,751.0,-150.0,1352.0
Breckinridge County,Kentucky,789.0,1380.0,-591.0,2169.0
Bremer County,Iowa,1909.0,1379.0,470.0,3228.0
Brevard County,Florida,35214.0,26434.0,6103.0,58971.0
Brewster County,Texas,958.0,1209.0,-269.0,2149.0
Briscoe County,Texas,60.0,37.0,23.0,97.0
Bristol Bay Borough,Alaska,93.0,78.0,14.0,170.0
Bristol City,Virginia,1887.0,1358.0,517.0,3233.0
Bristol County,Massachusetts,28466.0,22191.0,4504.0,48886.0
Broadwater County,Montana,586.0,448.0,122.0,1018.0
Bronx County,New York,52941.0,63870.0,-22601.0,105139.0
Brooke County,West Virginia,1643.0,958.0,656.0,2572.0
Brookings County,South Dakota,4309.0,3237.0,796.0,7270.0
Brooks County,Georgia,2112.0,1145.0,751.0,3041.0
Broome County,New York,11707.0,9023.0,1370.0,19416.0
Broomfield County,Colorado,10259.0,9913.0,5.0,19831.0
Broward County,Florida,105824.0,87230.0,-7035.0,167425.0
Brown County,Illinois,23364.0,22378.0,-69.0,44687.0
Brule County,South Dakota,276.0,277.0,-5.0,549.0
Brunswick County,North Carolina,12666.0,7150.0,5377.0,19677.0
Bryan County,Georgia,7920.0,7374.0,242.0,14990.0
Buchanan County,Iowa,8027.0,8171.0,-309.0,16033.0
Buckingham County,Virginia,1148.0,1225.0,-109.0,2341.0
Bucks County,Pennsylvania,27434.0,29799.0,-3881.0,55717.0
Buena Vista City,Virginia,997.0,664.0,329.0,1657.0
Buena Vista County,Iowa,1144.0,983.0,102.0,2068.0
Buffalo County,Nebraska,5096.0,4236.0,697.0,9169.0
Bullitt County,Kentucky,4113.0,5030.0,-1023.0,9037.0
Bulloch County,Georgia,10141.0,5257.0,4704.0,15218.0
Bullock County,Alabama,299.0,552.0,-289.0,815.0
Buncombe County,North Carolina,16608.0,16246.0,-708.0,31784.0
Bureau County,Illinois,1557.0,1120.0,314.0,2554.0
Burke County,Georgia,5169.0,6006.0,-1034.0,10978.0
Burleigh County,North Dakota,5898.0,6384.0,-1018.0,11750.0
Burleson County,Texas,1231.0,1293.0,-179.0,2407.0
Burlington County,New Jersey,28701.0,27829.0,-1650.0,54008.0
Burnet County,Texas,3315.0,2229.0,920.0,5378.0
Burnett County,Wisconsin,851.0,764.0,66.0,1594.0
Burt County,Nebraska,461.0,170.0,273.0,613.0
Butler County,Alabama,45838.0,40412.0,2905.0,83729.0
Butte County,California,15023.0,15057.0,-375.0,29739.0
Butts County,Georgia,3205.0,3157.0,-59.0,6255.0
Cabarrus County,North Carolina,15088.0,14923.0,-391.0,29455.0
Cabell County,West Virginia,6061.0,4352.0,1466.0,10170.0
Cabo Rojo Municipio,Puerto Rico,421.0,1707.0,-1315.0,2099.0
Cache County,Utah,10394.0,8901.0,385.0,18187.0
Caddo County,Oklahoma,1671.0,1662.0,-106.0,3218.0
Caddo Parish,Louisiana,9472.0,13078.0,-4258.0,21898.0
Caguas Municipio,Puerto Rico,5223.0,7491.0,-2354.0,12628.0
Calaveras County,California,2707.0,2208.0,384.0,4800.0
Calcasieu Parish,Louisiana,8301.0,8148.0,-663.0,15633.0
Caldwell County,Kentucky,10305.0,6442.0,3642.0,16526.0
Caldwell Parish,Louisiana,301.0,309.0,-8.0,610.0
Caledonia County,Vermont,1804.0,1522.0,262.0,3306.0
Calhoun County,Alabama,19875.0,17548.0,1301.0,36397.0
Callahan County,Texas,654.0,617.0,37.0,1271.0
Callaway County,Missouri,3844.0,3097.0,717.0,6911.0
Calloway County,Kentucky,3530.0,1982.0,1299.0,5263.0
Calumet County,Wisconsin,2673.0,2922.0,-351.0,5493.0
Calvert County,Maryland,5209.0,5760.0,-957.0,10563.0
Camas County,Idaho,69.0,75.0,-12.0,138.0
Cambria County,Pennsylvania,5940.0,5235.0,473.0,10943.0
Camden County,Georgia,35825.0,34626.0,-1337.0,67915.0
Cameron County,Pennsylvania,10149.0,13793.0,-6242.0,21344.0
Cameron Parish,Louisiana,104.0,334.0,-231.0,437.0
Camp County,Texas,1139.0,282.0,844.0,1408.0
Campbell County,Kentucky,15502.0,14984.0,37.0,30005.0
Camuy Municipio,Puerto Rico,418.0,1198.0,-807.0,1589.0
Canadian County,Oklahoma,11571.0,9059.0,2245.0,20363.0
Candler County,Georgia,820.0,991.0,-226.0,1756.0
Cannon County,Tennessee,1172.0,486.0,681.0,1653.0
Canyon County,Idaho,18254.0,11263.0,5947.0,28473.0
Canóvanas Municipio,Puerto Rico,2701.0,3431.0,-909.0,5953.0
Cape Girardeau County,Missouri,6417.0,5016.0,1026.0,11058.0
Cape May County,New Jersey,5956.0,4867.0,997.0,10731.0
Carbon County,Montana,6391.0,7015.0,-828.0,13202.0
Caribou County,Idaho,387.0,295.0,66.0,656.0
Carlisle County,Kentucky,96.0,274.0,-178.0,370.0
Carlton County,Minnesota,2114.0,2082.0,-18.0,4146.0
Carolina Municipio,Puerto Rico,6711.0,6933.0,-602.0,13264.0
Caroline County,Maryland,4439.0,4463.0,-111.0,8815.0
Carroll County,Arkansas,29278.0,30024.0,-1855.0,58193.0
Carson City,Nevada,5315.0,3887.0,1318.0,9092.0
Carson County,Texas,470.0,604.0,-134.0,1074.0
Carter County,Kentucky,7575.0,7935.0,-768.0,15102.0
Carteret County,North Carolina,5807.0,4148.0,1479.0,9775.0
Carver County,Minnesota,6546.0,7988.0,-1696.0,14280.0
Cascade County,Montana,6303.0,5661.0,237.0,11559.0
Casey County,Kentucky,896.0,1209.0,-326.0,2092.0
Cass County,Illinois,35564.0,33144.0,897.0,67185.0
Cassia County,Idaho,1954.0,1972.0,-197.0,3747.0
Castro County,Texas,201.0,560.0,-363.0,757.0
Caswell County,North Carolina,1002.0,1002.0,-16.0,1988.0
Catahoula Parish,Louisiana,1023.0,369.0,647.0,1385.0
Catawba County,North Carolina,9959.0,8861.0,660.0,18382.0
Cataño Municipio,Puerto Rico,921.0,1222.0,-325.0,2119.0
Catoosa County,Georgia,4838.0,4562.0,219.0,9343.0
Catron County,New Mexico,97.0,119.0,-22.0,216.0
Cattaraugus County,New York,2806.0,3550.0,-883.0,6217.0
Cavalier County,North Dakota,197.0,190.0,2.0,382.0
Cayey Municipio,Puerto Rico,894.0,3642.0,-2762.0,4522.0
Cayuga County,New York,4090.0,4128.0,-156.0,8100.0
Cecil County,Maryland,5636.0,5278.0,142.0,10698.0
Cedar County,Iowa,1843.0,2595.0,-777.0,4413.0
Ceiba Municipio,Puerto Rico,505.0,1251.0,-781.0,1721.0
Centre County,Pennsylvania,20196.0,10681.0,7372.0,28734.0
Cerro Gordo County,Iowa,2381.0,1819.0,332.0,3970.0
Chaffee County,Colorado,1323.0,1102.0,100.0,2304.0
Chambers County,Alabama,4679.0,3765.0,854.0,8384.0
Champaign County,Illinois,26120.0,16305.0,7033.0,39643.0
Chariton County,Missouri,240.0,216.0,14.0,446.0
Charles City County,Virginia,387.0,385.0,-28.0,742.0
Charles County,Maryland,9808.0,9435.0,34.0,18904.0
Charles Mix County,South Dakota,433.0,600.0,-167.0,1033.0
Charleston County,South Carolina,28218.0,27846.0,-1704.0,53988.0
Charlevoix County,Michigan,1400.0,1047.0,334.0,2428.0
Charlotte County,Florida,16444.0,9975.0,5636.0,25586.0
Charlottesville City,Virginia,8168.0,8422.0,-883.0,15961.0
Charlton County,Georgia,736.0,969.0,-421.0,1517.0
Chase County,Kansas,257.0,518.0,-270.0,766.0
Chatham County,Georgia,31854.0,26196.0,3574.0,55966.0
Chattahoochee County,Georgia,3574.0,5521.0,-2179.0,8863.0
Chattooga County,Georgia,961.0,1271.0,-329.0,2213.0
Chautauqua County,Kansas,5740.0,4125.0,1394.0,9644.0
Chaves County,New Mexico,3868.0,2993.0,572.0,6558.0
Cheatham County,Tennessee,3078.0,2835.0,83.0,5753.0
Cheboygan County,Michigan,1462.0,1503.0,-63.0,2943.0
Chelan County,Washington,5053.0,4871.0,-183.0,9559.0
Chemung County,New York,3006.0,5121.0,-2315.0,7927.0
Chenango County,New York,2165.0,2261.0,-163.0,4359.0
Cherokee County,Alabama,33134.0,28158.0,3788.0,60104.0
Cherry County,Nebraska,359.0,245.0,110.0,600.0
Chesapeake City,Virginia,23503.0,19904.0,2332.0,42140.0
Cheshire County,New Hampshire,4829.0,4122.0,565.0,8809.0
Chester County,Pennsylvania,34263.0,29750.0,2611.0,62111.0
Chesterfield County,South Carolina,25919.0,24235.0,107.0,48577.0
Cheyenne County,Colorado,791.0,1082.0,-314.0,1850.0
Chickasaw County,Iowa,1446.0,1788.0,-537.0,3039.0
Chicot County,Arkansas,638.0,605.0,33.0,1243.0
Childress County,Texas,690.0,606.0,84.0,1296.0
Chilton County,Alabama,1205.0,1574.0,-415.0,2733.0
Chippewa County,Michigan,8263.0,7201.0,892.0,15294.0
Chisago County,Minnesota,3925.0,4216.0,-325.0,8107.0
Chittenden County,Vermont,14525.0,8701.0,4642.0,22044.0
Choctaw County,Alabama,1694.0,1947.0,-296.0,3598.0
Chouteau County,Montana,431.0,721.0,-347.0,1095.0
Chowan County,North Carolina,1083.0,1152.0,-69.0,2235.0
Christian County,Illinois,17817.0,16833.0,142.0,33808.0
Chugach Census Area,Alaska,578.0,871.0,-303.0,1439.0
Churchill County,Nevada,2144.0,2236.0,-152.0,4320.0
Ciales Municipio,Puerto Rico,666.0,1023.0,-357.0,1689.0
Cibola County,New Mexico,2217.0,1277.0,842.0,3396.0
Cidra Municipio,Puerto Rico,950.0,1614.0,-664.0,2564.0
Cimarron County,Oklahoma,92.0,200.0,-109.0,291.0
Citrus County,Florida,11173.0,7410.0,3260.0,18080.0
Clackamas County,Oregon,30128.0,27288.0,1114.0,55690.0
Claiborne County,Mississippi,2289.0,1581.0,493.0,3655.0
Claiborne Parish,Louisiana,822.0,532.0,275.0,1339.0
Clallam County,Washington,4821.0,3508.0,1129.0,8145.0
Clare County,Michigan,2440.0,1819.0,589.0,4227.0
Clarendon County,South Carolina,1275.0,1064.0,97.0,2225.0
Clarion County,Pennsylvania,2469.0,1521.0,928.0,3970.0
Clark County,Arkansas,164372.0,118565.0,30635.0,267765.0
Clarke County,Alabama,24035.0,16721.0,6211.0,39653.0
Clatsop County,Oregon,3286.0,3415.0,-197.0,6633.0
Clay County,Alabama,58867.0,43307.0,13317.0,99931.0
Clayton County,Georgia,27296.0,23175.0,3018.0,49368.0
Clear Creek County,Colorado,1081.0,831.0,235.0,1897.0
Clearfield County,Pennsylvania,3453.0,3070.0,241.0,6381.0
Clearwater County,Idaho,1101.0,1145.0,-72.0,2218.0
Cleburne County,Alabama,2407.0,2116.0,287.0,4519.0
Clermont County,Ohio,11754.0,12269.0,-830.0,23708.0
Cleveland County,Arkansas,33351.0,24165.0,8045.0,56375.0
Clinch County,Georgia,73.0,268.0,-195.0,341.0
Clinton County,Illinois,24187.0,21904.0,1450.0,45258.0
Cloud County,Kansas,560.0,407.0,147.0,961.0
Coahoma County,Mississippi,889.0,1783.0,-894.0,2672.0
Coal County,Oklahoma,300.0,411.0,-111.0,711.0
Coamo Municipio,Puerto Rico,1355.0,1665.0,-322.0,3008.0
Cobb County,Georgia,61294.0,55840.0,419.0,112099.0
Cochise County,Arizona,12178.0,11387.0,-487.0,22287.0
Cochran County,Texas,148.0,83.0,51.0,217.0
Cocke County,Tennessee,1270.0,1481.0,-350.0,2612.0
Coconino County,Arizona,19992.0,12983.0,6157.0,32123.0
Codington County,South Dakota,1626.0,2045.0,-491.0,3599.0
Coffee County,Alabama,10560.0,9577.0,439.0,19593.0
Coffey County,Kansas,647.0,360.0,283.0,1003.0
Coke County,Texas,347.0,306.0,41.0,653.0
Colbert County,Alabama,1844.0,3141.0,-1433.0,4849.0
Cole County,Missouri,4698.0,5004.0,-395.0,9613.0
Coleman County,Texas,302.0,430.0,-128.0,732.0
Coles County,Illinois,5169.0,2409.0,2668.0,7486.0
Colfax County,Nebraska,1478.0,1468.0,-198.0,2738.0
Colleton County,South Carolina,707.0,1749.0,-1048.0,2450.0
Collier County,Florida,30414.0,17034.0,8481.0,42549.0
Collin County,Texas,85362.0,67718.0,7569.0,143005.0
Collingsworth County,Texas,187.0,159.0,28.0,346.0
Colonial Heights City,Virginia,2394.0,1727.0,563.0,4017.0
Colorado County,Texas,1284.0,613.0,633.0,1859.0
Colquitt County,Georgia,3314.0,2092.0,311.0,4495.0
Columbia County,Arkansas,36267.0,33316.0,623.0,67255.0
Columbiana County,Ohio,4275.0,4770.0,-597.0,8943.0
Columbus County,North Carolina,2863.0,2869.0,-33.0,5705.0
Colusa County,California,1018.0,1102.0,-111.0,2093.0
Comal County,Texas,14635.0,10356.0,3530.0,24242.0
Comanche County,Kansas,17020.0,12542.0,3139.0,28223.0
Comerío Municipio,Puerto Rico,168.0,1037.0,-880.0,1194.0
Concho County,Texas,584.0,170.0,328.0,668.0
Concordia Parish,Louisiana,1559.0,961.0,348.0,2270.0
Conecuh County,Alabama,105.0,444.0,-339.0,549.0
Conejos County,Colorado,478.0,281.0,176.0,738.0
Contra Costa County,California,64495.0,56278.0,-587.0,111969.0
Converse County,Wyoming,696.0,1021.0,-325.0,1717.0
Conway County,Arkansas,931.0,820.0,71.0,1711.0
Cook County,Georgia,163313.0,215737.0,-86637.0,344837.0
Cooke County,Texas,3188.0,2083.0,987.0,5153.0
Cooper County,Missouri,1671.0,1218.0,441.0,2877.0
Coos County,New Hampshire,7461.0,5615.0,1612.0,12842.0
Coosa County,Alabama,870.0,551.0,304.0,1406.0
Copiah County,Mississippi,776.0,1312.0,-585.0,2039.0
Copper River Census Area,Alaska,199.0,89.0,106.0,284.0
Corozal Municipio,Puerto Rico,392.0,1643.0,-1252.0,2034.0
Corson County,South Dakota,35.0,158.0,-123.0,193.0
Cortland County,New York,2984.0,1924.0,954.0,4802.0
Coryell County,Texas,11483.0,10292.0,-208.0,20376.0
Coshocton County,Ohio,1830.0,1237.0,589.0,3063.0
Costilla County,Colorado,352.0,424.0,-91.0,757.0
Cottle County,Texas,77.0,55.0,20.0,130.0
Cotton County,Oklahoma,457.0,499.0,-48.0,950.0
Cottonwood County,Minnesota,585.0,645.0,-116.0,1174.0
Covington City,Virginia,261.0,401.0,-166.0,636.0
Covington County,Alabama,1787.0,2276.0,-620.0,3932.0
Coweta County,Georgia,8578.0,8562.0,-398.0,16726.0
Cowley County,Kansas,2359.0,1942.0,373.0,4257.0
Cowlitz County,Washington,7404.0,6448.0,726.0,13622.0
Craig County,Oklahoma,1499.0,1487.0,-60.0,2914.0
Craighead County,Arkansas,9639.0,7151.0,1728.0,16030.0
Crane County,Texas,135.0,1551.0,-1445.0,1657.0
Craven County,North Carolina,9239.0,10424.0,-2283.0,18565.0
Crawford County,Arkansas,20724.0,18541.0,1266.0,38348.0
Creek County,Oklahoma,2975.0,4618.0,-1656.0,7580.0
Crenshaw County,Alabama,574.0,584.0,-10.0,1158.0
Crisp County,Georgia,1259.0,1576.0,-317.0,2835.0
